变量,系数,标准误,p值,显著性
Treat,48.24193450312844,22.9920889321174,0.03788499145805902,**
Post,4.0717776565518555,17.754736078021544,0.8189806096090357,
Treat_Post(DID),-29.015344745988717,35.49953036106209,0.4152744311719464,
is_weekend,-11.662238141368524,18.328528968580347,0.5257423559393686,
category_encoded,-24.48251078901454,9.190666495120489,0.008734933911106173,***
